strategy_version,signal_date,code,name,rank,push_level,emotion_score,is_pushed,capture_type,snapshot_time,reasons,risks,price_date,signal_close,latest_price_date,observed_days,latest_return_pct,tail_next_open_pct,tail_next_close_pct,tail_next_max_gain_pct,tail_next_max_drawdown_pct,settled_tail_next_day,return_1d_pct,max_gain_1d_pct,max_drawdown_1d_pct,settled_1d,return_3d_pct,max_gain_3d_pct,max_drawdown_3d_pct,settled_3d,return_5d_pct,max_gain_5d_pct,max_drawdown_5d_pct,settled_5d,return_10d_pct,max_gain_10d_pct,max_drawdown_10d_pct,settled_10d
v3,2026-05-15,600522,中天科技,12,不推送,3.1,False,intraday_1430,2026-05-15 14:30:00,人气Top20；温和放量；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；近5日趋势未确认；热度可能进入后段；震荡市里相对走弱；v3尾盘版回避高位长连榜,2026-05-15,40.68,2026-06-01,11,-3.17,3.0,8.04,9.83,3.0,True,8.04,9.83,3.0,True,11.63,16.52,1.5,True,7.72,16.52,1.5,True,3.71,16.52,-7.2,True
v3,2026-05-15,300433,蓝思科技,13,不推送,21.45,False,intraday_1430,2026-05-15 14:30:00,人气Top20；当日上涨；温和放量；震荡市里保持相对强势,短线涨幅过热；远离20日线过多,2026-05-15,42.02,2026-06-01,11,-0.45,-15.87,-7.9,-3.62,-18.13,True,-7.9,-3.62,-18.13,True,-13.59,-3.62,-18.13,True,-8.61,-3.62,-18.13,True,-3.62,-0.76,-18.13,True
v3,2026-05-15,601689,拓普集团,14,不推送,53.45,False,intraday_1430,2026-05-15 14:30:00,人气Top20；当日上涨；温和放量；站上20日线且不过热；人气排名明显上升；震荡市里保持相对强势,-,2026-05-15,67.06,2026-06-01,11,-8.77,3.65,5.77,7.95,2.89,True,5.77,7.95,2.89,True,3.95,7.95,1.69,True,7.44,10.63,1.69,True,-6.95,11.62,-7.55,True
v3,2026-05-15,002600,领益智造,15,不推送,17.1,False,intraday_1430,2026-05-15 14:30:00,人气Top20；温和放量；站上20日线且不过热；连续上榜确认；人气排名明显上升,当日转弱；收盘承接偏弱；近5日趋势未确认；震荡市里相对走弱,2026-05-15,14.53,2026-06-01,11,3.03,18.65,17.34,19.82,12.94,True,17.34,19.82,12.94,True,11.7,21.34,8.74,True,12.25,21.34,4.68,True,0.14,21.34,-1.17,True
v3,2026-05-15,001393,维通利,16,观察池,55.45,False,intraday_1430,2026-05-15 14:30:00,人气Top20；当日涨停附近；站上20日线且不过热；首次上榜即强势；震荡市里保持相对强势,涨停封板不可买,2026-05-15,106.5,2026-06-01,11,-35.62,-6.1,-10.55,0.47,-14.55,True,-10.55,0.47,-14.55,True,1.43,7.79,-18.46,True,-22.0,7.79,-22.37,True,-38.08,7.79,-38.19,True
v3,2026-05-15,002580,圣阳股份,17,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,人气Top20；持续霸榜；震荡市里保持相对强势,近5日趋势未确认；仍在20日线下方；热度可能进入后段；上影线偏长；v3尾盘版回避高位长连榜；v3尾盘承接一般,2026-05-15,23.92,2026-06-01,11,11.66,17.14,10.58,17.77,9.95,True,10.58,17.77,9.95,True,9.57,17.77,6.56,True,9.03,17.77,6.56,True,1.51,17.77,-5.02,True
v3,2026-05-15,002617,露笑科技,18,不推送,54.45,False,intraday_1430,2026-05-15 14:30:00,人气Top20；温和放量；近5日强势延续；站上20日线且不过热；连续上榜确认；人气排名明显上升；震荡市里保持相对强势；v3热点早段优先,当日转弱；短线涨幅偏高,2026-05-15,10.16,2026-06-01,11,-9.35,-9.45,-10.24,-7.68,-11.61,True,-10.24,-7.68,-11.61,True,-6.4,-4.63,-14.37,True,-9.94,-4.63,-14.37,True,-9.15,6.99,-14.37,True
v3,2026-05-15,600745,*ST闻泰,19,不推送,45.17,False,intraday_1430,2026-05-15 14:30:00,人气Top20；当日上涨；收在日内高位；温和放量；持续霸榜；震荡市里保持相对强势；震荡市里承接未失控,近5日趋势未确认；仍在20日线下方；热度可能进入后段；v3尾盘版回避高位长连榜,2026-05-15,20.67,2026-06-01,11,4.98,-14.22,-14.22,-14.22,-14.22,True,-14.22,-14.22,-14.22,True,-22.59,-14.22,-22.59,True,-21.63,-14.22,-26.46,True,0.0,0.0,-26.46,True
v3,2026-05-15,002506,协鑫集成,20,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,人气Top20；连续上榜确认；震荡市里保持相对强势,收盘承接偏弱；量能不足；近5日趋势未确认；上影线偏长；v3尾盘承接一般,2026-05-15,4.37,2026-06-01,11,-20.14,4.12,-0.46,5.26,-1.83,True,-0.46,5.26,-1.83,True,-7.32,5.26,-8.47,True,-12.36,5.26,-15.56,True,-20.82,5.26,-21.51,True
v3,2026-05-15,002217,合力泰,21,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,人气Top50；温和放量；站上20日线且不过热；持续霸榜；人气排名明显上升,当日转弱；收盘承接偏弱；近5日趋势未确认；热度可能进入后段；震荡市里相对走弱；v3尾盘版回避高位长连榜,2026-05-15,3.08,2026-06-01,11,-16.23,-3.57,-2.27,-0.65,-4.55,True,-2.27,-0.65,-4.55,True,-7.79,-0.65,-8.77,True,-8.44,-0.65,-12.34,True,-15.91,-0.65,-18.18,True
v3,2026-05-15,603986,兆易创新,22,不推送,16.45,False,intraday_1430,2026-05-15 14:30:00,人气Top50；温和放量；近5日强势延续；人气排名明显上升；震荡市里保持相对强势,收盘承接偏弱；短线涨幅偏高；偏离20日线较大；v3尾盘承接一般,2026-05-15,468.0,2026-06-01,11,0.0,-12.86,-14.69,-11.94,-15.47,True,-14.69,-11.94,-15.47,True,-5.07,-5.07,-18.96,True,-0.0,0.91,-18.96,True,-0.21,18.12,-18.96,True
v3,2026-05-15,601016,节能风电,23,不推送,27.45,False,intraday_1430,2026-05-15 14:30:00,人气Top50；站上20日线且不过热；连续上榜确认；震荡市里保持相对强势,-,2026-05-15,5.01,2026-06-01,11,-2.2,-2.0,-0.4,1.6,-2.79,True,-0.4,1.6,-2.79,True,-6.79,2.79,-7.78,True,-7.78,2.79,-12.18,True,0.6,2.79,-12.18,True
v3,2026-05-15,000981,山子高科,24,不推送,31.45,False,intraday_1430,2026-05-15 14:30:00,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；震荡市里保持相对强势,收盘承接偏弱；人气排名明显回落；上影线偏长,2026-05-15,4.41,2026-06-01,11,-18.59,-2.49,-5.22,-1.36,-5.9,True,-5.22,-1.36,-5.9,True,-10.66,-1.36,-11.34,True,-11.34,-1.36,-13.38,True,-18.59,-1.36,-18.82,True
v3,2026-05-15,000559,万向钱潮,25,不推送,23.45,False,intraday_1430,2026-05-15 14:30:00,人气Top50；当日上涨；温和放量；站上20日线且不过热；人气排名明显上升；震荡市里保持相对强势,收盘承接偏弱；上影线偏长；v3尾盘承接一般,2026-05-15,17.48,2026-06-01,11,-13.79,-2.17,2.86,7.44,-3.26,True,2.86,7.44,-3.26,True,1.14,7.44,-3.26,True,2.46,7.44,-3.26,True,-15.45,7.44,-16.19,True
v3,2026-05-15,000601,韶能股份,26,不推送,53.45,False,intraday_1430,2026-05-15 14:30:00,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；震荡市里保持相对强势；v3热点早段优先,当日转弱,2026-05-15,8.18,2026-06-01,11,-0.12,-7.09,-4.28,-1.83,-7.09,True,-4.28,-1.83,-7.09,True,-11.49,-1.34,-11.98,True,-10.39,-1.34,-14.18,True,3.42,5.5,-14.18,True
v3,2026-05-15,000767,晋控电力,27,普通观察,79.45,True,intraday_1430,2026-05-15 14:30:00,人气Top50；当日上涨；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；震荡市里保持相对强势；v2连榜升温修正；v3热点早段优先,-,2026-05-15,4.88,2026-06-01,11,25.82,-4.3,4.3,5.53,-6.35,True,4.3,5.53,-6.35,True,-6.15,8.61,-6.35,True,-3.28,8.61,-11.68,True,14.34,14.34,-11.68,True
v3,2026-05-15,601778,晶科科技,28,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,人气Top50；站上20日线且不过热；持续霸榜,当日转弱；近5日趋势未确认；热度可能进入后段；人气排名明显回落；v3尾盘版回避高位长连榜,2026-05-15,7.36,2026-06-01,11,-20.52,-5.84,-10.33,-3.67,-11.55,True,-10.33,-3.67,-11.55,True,-12.64,-3.67,-15.62,True,-13.99,-3.67,-17.66,True,-19.43,-3.67,-19.97,True
v3,2026-05-15,600487,亨通光电,29,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,人气Top50；温和放量；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；近5日趋势未确认；热度可能进入后段；震荡市里相对走弱；v3尾盘版回避高位长连榜,2026-05-15,69.0,2026-06-01,11,9.51,0.01,4.06,5.72,0.01,True,4.06,5.72,0.01,True,9.83,13.23,-3.59,True,5.87,13.23,-3.59,True,11.77,13.23,-4.9,True
v3,2026-05-15,002015,协鑫能科,30,不推送,25.45,False,intraday_1430,2026-05-15 14:30:00,人气Top50；近5日趋势升温；站上20日线且不过热；连续上榜确认；震荡市里保持相对强势,当日转弱；人气排名明显回落,2026-05-15,22.78,2026-06-01,11,-0.66,-3.12,-5.75,-2.28,-6.72,True,-5.75,-2.28,-6.72,True,-8.03,0.75,-8.69,True,-5.4,0.75,-12.86,True,2.63,4.74,-12.86,True
v3,2026-05-15,688017,绿的谐波,31,观察池,49.17,False,intraday_1430,2026-05-15 14:30:00,人气Top50；当日涨停附近；收盘承接较强；站上20日线且不过热；人气排名明显上升；震荡市里保持相对强势；震荡市里承接未失控,量能不足；涨停封板不可买,2026-05-15,263.43,2026-06-01,11,9.06,13.88,22.57,25.94,12.88,True,22.57,25.94,12.88,True,22.86,26.33,12.88,True,29.83,34.31,12.88,True,16.16,45.72,12.88,True
v3,2026-05-15,002156,通富微电,32,不推送,25.45,False,intraday_1430,2026-05-15 14:30:00,人气Top50；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；人气排名明显上升；震荡市里保持相对强势,当日转弱；收盘承接偏弱；热度可能进入后段；v3尾盘版回避高位长连榜,2026-05-15,61.53,2026-06-01,11,-0.23,-6.39,-5.62,-2.31,-7.26,True,-5.62,-2.31,-7.26,True,1.22,3.75,-10.6,True,2.97,8.56,-10.6,True,7.26,27.55,-10.6,True
v3,2026-05-15,002361,神剑股份,33,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,人气Top50；持续霸榜；震荡市里保持相对强势,量能不足；近5日趋势未确认；仍在20日线下方；热度可能进入后段；v3尾盘版回避高位长连榜,2026-05-15,17.8,2026-06-01,11,-15.06,3.37,6.24,9.55,1.46,True,6.24,9.55,1.46,True,-1.01,9.55,-1.52,True,-2.47,9.55,-6.24,True,-14.44,9.55,-15.11,True
v3,2026-05-15,002281,光迅科技,34,不推送,23.45,False,intraday_1430,2026-05-15 14:30:00,人气Top50；温和放量；近5日趋势升温；持续霸榜；震荡市里保持相对强势,当日转弱；偏离20日线较大；热度可能进入后段；v3尾盘版回避高位长连榜,2026-05-15,196.97,2026-06-01,11,3.72,-1.0,6.56,9.07,-1.0,True,6.56,9.07,-1.0,True,20.02,25.3,-1.0,True,9.6,25.3,-1.0,True,3.54,25.3,-1.0,True
v3,2026-05-15,688012,中微公司,35,不推送,24.18,False,intraday_1430,2026-05-15 14:30:00,人气Top50；当日强涨；收盘承接较强；近5日强势延续；震荡市里保持相对强势；震荡市里承接未失控,量能不足；短线涨幅偏高；远离20日线过多,2026-05-15,469.58,2026-06-01,11,-41.86,-6.09,-6.57,-1.64,-7.36,True,-6.57,-1.64,-7.36,True,4.42,6.05,-8.83,True,-32.93,13.58,-35.45,True,-36.61,13.58,-38.88,True
v3,2026-05-15,600111,北方稀土,36,不推送,35.17,False,intraday_1430,2026-05-15 14:30:00,人气Top50；当日上涨；收在日内高位；持续霸榜；人气排名明显上升；震荡市里保持相对强势；震荡市里承接未失控,近5日趋势未确认；热度可能进入后段；v3尾盘版回避高位长连榜,2026-05-15,50.95,2026-06-01,11,-6.06,3.24,1.47,3.79,0.57,True,1.47,3.79,0.57,True,1.84,3.79,-3.3,True,0.27,4.51,-3.3,True,-4.57,4.51,-5.79,True
v3,2026-05-15,002929,润建股份,37,不推送,41.45,False,intraday_1430,2026-05-15 14:30:00,人气Top50；当日上涨；温和放量；近5日趋势升温；连续上榜确认；震荡市里保持相对强势,偏离20日线较大；上影线偏长；v3尾盘承接一般,2026-05-15,91.19,2026-06-01,11,-22.69,7.47,5.26,9.54,1.14,True,5.26,9.54,1.14,True,-3.5,9.76,-3.5,True,-7.52,9.76,-11.85,True,-19.73,9.76,-21.04,True
v3,2026-05-15,600703,三安光电,38,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,人气Top50；温和放量；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；热度可能进入后段；人气排名明显回落；震荡市里相对走弱；v3尾盘版回避高位长连榜,2026-05-15,15.59,2026-06-01,11,-2.76,0.64,3.78,7.44,0.64,True,3.78,7.44,0.64,True,7.44,9.56,0.32,True,3.91,12.06,0.32,True,0.32,12.06,-0.58,True
v3,2026-05-15,002709,天赐材料,39,不推送,9.45,False,intraday_1430,2026-05-15 14:30:00,人气Top50；持续霸榜；人气排名明显上升；震荡市里保持相对强势,近5日趋势未确认；热度可能进入后段；v3尾盘版回避高位长连榜,2026-05-15,52.66,2026-06-01,11,-1.77,6.76,6.29,8.75,3.49,True,6.29,8.75,3.49,True,10.14,12.42,0.93,True,10.29,14.7,0.93,True,-1.2,14.7,-4.48,True
v3,2026-05-15,002309,中利集团,40,不推送,3.1,False,intraday_1430,2026-05-15 14:30:00,人气Top50；放量仍可控；站上20日线且不过热；连续上榜确认,当日转弱；收盘承接偏弱；震荡市里相对走弱,2026-05-15,4.65,2026-06-01,11,-22.37,-4.52,-7.31,-2.8,-9.03,True,-7.31,-2.8,-9.03,True,-13.76,-2.8,-14.84,True,-17.63,-2.8,-20.22,True,-23.87,-2.8,-24.95,True
v3,2026-05-15,600726,华电能源,41,观察池,44.17,False,intraday_1430,2026-05-15 14:30:00,人气Top50；当日涨停附近；收在日内高位；近5日强势延续；持续霸榜；人气排名明显上升；震荡市里保持相对强势；震荡市里承接未失控；v2低分涨停修正,量能不足；短线涨幅偏高；远离20日线过多；热度可能进入后段；v3尾盘版回避高位长连榜；涨停封板不可买,2026-05-15,10.13,2026-06-01,11,-6.22,-28.83,-31.1,-26.16,-32.08,True,-31.1,-26.16,-32.08,True,-36.53,-26.16,-37.22,True,-37.91,-26.16,-40.57,True,0.0,0.0,-40.57,True
v3,2026-05-15,600759,ST洲际,42,不推送,5.18,False,intraday_1430,2026-05-15 14:30:00,人气Top50；当日上涨；收在日内高位；持续霸榜；震荡市里保持相对强势；震荡市里承接未失控,放量过猛；近5日趋势未确认；仍在20日线下方；热度可能进入后段；v3尾盘版回避高位长连榜；v3尾盘版回避放量过猛,2026-05-15,2.76,2026-06-01,11,5.07,6.88,6.88,6.88,6.88,True,6.88,6.88,6.88,True,6.52,6.88,-3.62,True,-3.99,6.88,-3.99,True,0.0,6.88,-16.3,True
v3,2026-05-15,600330,天通股份,43,观察池,103.17,False,intraday_1430,2026-05-15 14:30:00,人气Top50；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；人气排名明显上升；震荡市里保持相对强势；震荡市里承接未失控；v2强势延续修正；v2低分涨停修正,热度可能进入后段；v3尾盘版回避高位长连榜；涨停封板不可买,2026-05-15,34.33,2026-06-01,11,-10.87,-15.53,-12.38,-10.37,-15.53,True,-12.38,-10.37,-15.53,True,-16.37,-10.37,-18.56,True,-14.77,-10.37,-21.24,True,-4.66,1.43,-21.24,True
v3,2026-05-15,000858,五粮液,44,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,人气Top50；温和放量；连续上榜确认,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方；震荡市里相对走弱,2026-05-15,86.94,2026-06-01,11,-4.06,-0.33,-1.58,-0.33,-2.0,True,-1.58,-0.33,-2.0,True,-1.69,0.36,-2.76,True,-3.35,0.36,-3.35,True,-2.36,0.36,-6.97,True
v3,2026-05-15,300024,机器人,45,不推送,25.45,False,intraday_1430,2026-05-15 14:30:00,人气Top50；当日强涨；站上20日线且不过热；震荡市里保持相对强势,v3尾盘版回避放量过猛；v3尾盘半板但封单不强,2026-05-15,16.02,2026-05-29,10,-7.68,-0.12,1.06,2.25,-1.69,True,1.06,2.25,-1.69,True,0.0,5.24,-1.69,True,1.56,5.24,-1.69,True,-7.68,9.24,-7.74,True
v3,2026-05-15,603629,利通电子,46,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,人气Top50；温和放量；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；近5日趋势未确认；热度可能进入后段；震荡市里相对走弱；v3尾盘版回避高位长连榜,2026-05-15,166.79,2026-06-01,11,29.9,0.5,4.67,4.72,-1.67,True,4.67,4.72,-1.67,True,8.78,8.82,-1.67,True,17.3,17.3,-1.67,True,44.33,44.42,-1.67,True
v3,2026-05-15,002297,博云新材,47,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,人气Top50；站上20日线且不过热；持续霸榜；震荡市里保持相对强势,收盘承接偏弱；近5日趋势未确认；热度可能进入后段；上影线偏长；v3尾盘版回避高位长连榜,2026-05-15,25.65,2026-06-01,11,-23.35,0.12,-1.05,5.5,-2.14,True,-1.05,5.5,-2.14,True,-8.15,5.5,-12.01,True,3.63,5.5,-12.01,True,-19.65,14.0,-19.65,True
v3,2026-05-15,300442,润泽科技,48,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,人气Top50；站上20日线且不过热,当日转弱；收盘承接偏弱；量能不足,2026-05-15,98.12,2026-06-01,11,-16.24,5.88,1.29,7.2,0.14,True,1.29,7.2,0.14,True,-2.31,7.2,-3.57,True,-4.86,7.2,-7.76,True,-14.52,7.2,-16.66,True
v3,2026-05-15,002371,北方华创,49,不推送,36.45,False,intraday_1430,2026-05-15 14:30:00,人气Top50；当日上涨；温和放量；近5日强势延续；震荡市里保持相对强势,短线涨幅偏高；偏离20日线较大,2026-05-15,689.9,2026-06-01,11,-14.5,-12.89,-13.33,-9.66,-14.08,True,-13.33,-9.66,-14.08,True,-4.91,-4.33,-15.71,True,-3.03,4.59,-15.71,True,-8.7,4.59,-15.71,True
v3,2026-05-15,002384,东山精密,50,不推送,3.1,False,intraday_1430,2026-05-15 14:30:00,人气Top50；温和放量；站上20日线且不过热；持续霸榜；人气排名明显上升,当日转弱；收盘承接偏弱；热度可能进入后段；震荡市里相对走弱；v3尾盘版回避高位长连榜,2026-05-15,213.9,2026-06-01,11,-10.36,-4.93,-1.24,0.79,-6.53,True,-1.24,0.79,-6.53,True,4.25,5.46,-7.43,True,3.11,5.46,-7.43,True,-0.4,9.4,-7.43,True
v3,2026-05-15,600105,永鼎股份,51,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,温和放量；站上20日线且不过热；持续霸榜,当日转弱；收盘承接偏弱；近5日趋势未确认；热度可能进入后段；人气排名明显回落；震荡市里相对走弱；后段人气股在偏弱环境里更谨慎；v3尾盘版回避高位长连榜,2026-05-15,46.9,2026-06-01,11,-3.82,7.61,9.91,12.03,7.61,True,9.91,12.03,7.61,True,7.95,12.03,2.2,True,0.87,12.03,-2.17,True,1.94,12.03,-9.17,True
v3,2026-05-15,600176,中国巨石,52,不推送,35.73,False,intraday_1430,2026-05-15 14:30:00,温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；震荡市里保持相对强势；v2热点回踩观察,当日转弱；收盘承接偏弱；后段人气股在偏弱环境里更谨慎,2026-05-15,42.27,2026-06-01,11,-9.34,-20.04,-19.23,-17.62,-22.21,True,-19.23,-17.62,-22.21,True,-17.39,-15.33,-22.62,True,-9.72,-9.72,-22.62,True,-0.4,4.05,-22.62,True
v3,2026-05-15,603278,大业股份,53,观察池,89.45,False,intraday_1430,2026-05-15 14:30:00,当日涨停附近；收在日内高位；温和放量；近5日趋势升温；连续上榜确认；震荡市里保持相对强势；震荡市里承接未失控；v2低分涨停修正；v3尾盘缩量强承接,偏离20日线较大；后段人气股在偏弱环境里更谨慎；涨停封板不可买,2026-05-15,16.96,2026-06-01,11,-27.59,-0.65,0.65,7.61,-3.6,True,0.65,7.61,-3.6,True,-12.62,7.61,-12.62,True,-16.39,7.61,-18.75,True,-28.13,7.61,-28.36,True
v3,2026-05-15,001896,豫能控股,54,不推送,31.73,False,intraday_1430,2026-05-15 14:30:00,当日上涨；温和放量；连续上榜确认；震荡市里保持相对强势,后段人气股在偏弱环境里更谨慎,2026-05-15,16.52,2026-06-01,11,6.84,-11.02,-10.9,-7.02,-12.17,True,-10.9,-7.02,-12.17,True,-9.93,0.73,-12.95,True,-4.6,0.73,-12.95,True,-0.91,4.72,-12.95,True
v3,2026-05-15,601899,紫金矿业,55,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,温和放量；持续霸榜；人气排名明显上升,当日转弱；收盘承接偏弱；近5日趋势未确认；仍在20日线下方；热度可能进入后段；震荡市里相对走弱；后段人气股在偏弱环境里更谨慎；v3尾盘版回避高位长连榜,2026-05-15,31.78,2026-06-01,11,-5.0,-2.77,-1.51,-1.29,-3.37,True,-1.51,-1.29,-3.37,True,-4.37,-1.23,-5.85,True,-2.58,-1.23,-5.98,True,-4.22,3.78,-5.98,True
v3,2026-05-15,688820,盛合晶微,56,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,收盘承接较强；震荡市里保持相对强势；震荡市里承接未失控,量能不足；短线涨幅过热；远离20日线过多；后段人气股在偏弱环境里更谨慎,2026-05-15,231.58,2026-06-01,11,-22.77,-24.86,-18.78,-17.96,-25.25,True,-18.78,-17.96,-25.25,True,-18.28,-10.41,-25.91,True,-18.84,-10.41,-26.55,True,-15.15,1.61,-26.55,True
v3,2026-05-15,002196,方正电机,57,不推送,19.73,False,intraday_1430,2026-05-15 14:30:00,当日上涨；近5日趋势升温；站上20日线且不过热；震荡市里保持相对强势,后段人气股在偏弱环境里更谨慎；v3尾盘版回避放量过猛；v3尾盘承接一般,2026-05-15,17.04,2026-06-01,11,-20.48,-8.04,-5.16,-3.87,-8.04,True,-5.16,-3.87,-8.04,True,-6.16,4.28,-8.04,True,-1.76,4.28,-8.04,True,-20.6,4.28,-21.07,True
v3,2026-05-15,601868,中国能建,58,不推送,3.72,False,intraday_1430,2026-05-15 14:30:00,温和放量；站上20日线且不过热；持续霸榜；震荡市里保持相对强势,近5日趋势未确认；热度可能进入后段；人气排名明显回落；上影线偏长；后段人气股在偏弱环境里更谨慎；v3尾盘版回避高位长连榜；v3尾盘承接一般,2026-05-15,3.21,2026-06-01,11,-9.35,0.93,-1.87,1.25,-2.8,True,-1.87,1.25,-2.8,True,-4.05,1.25,-4.36,True,-6.85,1.25,-8.1,True,-9.97,1.25,-10.9,True
v3,2026-05-15,300058,蓝色光标,59,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,连续上榜确认；震荡市里保持相对强势,收盘承接偏弱；近5日趋势未确认；上影线偏长；后段人气股在偏弱环境里更谨慎,2026-05-15,17.7,2026-06-01,11,1.47,-2.88,1.13,3.9,-3.45,True,1.13,3.9,-3.45,True,-0.06,7.34,-3.45,True,-3.33,7.34,-5.31,True,-5.65,7.34,-12.94,True
v3,2026-05-15,600580,卧龙电驱,60,不推送,23.73,False,intraday_1430,2026-05-15 14:30:00,当日上涨；温和放量；站上20日线且不过热；震荡市里保持相对强势,近5日趋势未确认；后段人气股在偏弱环境里更谨慎；v3尾盘承接一般,2026-05-15,40.37,2026-06-01,11,-0.45,0.59,1.46,3.0,-0.3,True,1.46,3.0,-0.3,True,-1.86,3.32,-2.16,True,1.78,3.91,-2.16,True,-2.25,15.16,-5.1,True
v3,2026-05-15,002185,华天科技,61,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,当日上涨；持续霸榜；人气排名明显上升；震荡市里保持相对强势,放量过猛；短线涨幅过热；远离20日线过多；热度可能进入后段；后段人气股在偏弱环境里更谨慎；v3尾盘版回避高位长连榜；v3尾盘版回避放量过猛,2026-05-15,21.35,2026-06-01,11,-13.68,-33.02,-31.19,-29.51,-33.4,True,-31.19,-29.51,-33.4,True,-25.62,-21.41,-33.4,True,-27.73,-21.41,-33.4,True,-9.41,2.86,-33.4,True
v3,2026-05-15,300308,中际旭创,62,不推送,11.73,False,intraday_1430,2026-05-15 14:30:00,温和放量；近5日趋势升温；站上20日线且不过热；持续霸榜；震荡市里保持相对强势,当日转弱；收盘承接偏弱；热度可能进入后段；后段人气股在偏弱环境里更谨慎；v3尾盘版回避高位长连榜,2026-05-15,1039.0,2026-06-01,11,8.76,-0.86,0.58,3.46,-0.86,True,0.58,3.46,-0.86,True,-0.19,3.46,-4.82,True,-0.1,3.46,-4.82,True,11.76,16.46,-4.82,True
v3,2026-05-15,603773,沃格光电,63,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,温和放量；人气排名明显上升；震荡市里保持相对强势,当日转弱；收盘承接偏弱；短线涨幅过热；远离20日线过多；后段人气股在偏弱环境里更谨慎,2026-05-15,105.95,2026-06-01,11,8.06,-36.3,-36.3,-36.3,-36.3,True,-36.3,-36.3,-36.3,True,-26.61,-26.57,-42.06,True,-24.49,-19.26,-42.06,True,-1.76,8.45,-42.06,True
v3,2026-05-15,600172,黄河旋风,64,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,温和放量；连续上榜确认；震荡市里保持相对强势,当日转弱；收盘承接偏弱；短线涨幅过热；远离20日线过多；人气排名明显回落；后段人气股在偏弱环境里更谨慎,2026-05-15,14.08,2026-06-01,11,-4.33,-23.51,-21.59,-14.91,-23.51,True,-21.59,-14.91,-23.51,True,-24.01,-14.91,-25.92,True,-21.95,-14.91,-29.33,True,0.0,14.06,-29.33,True
v3,2026-05-15,002181,粤传媒,65,观察池,61.45,False,intraday_1430,2026-05-15 14:30:00,当日涨停附近；收在日内高位；温和放量；站上20日线且不过热；持续霸榜；人气排名明显上升；震荡市里保持相对强势；震荡市里承接未失控,近5日趋势未确认；热度可能进入后段；后段人气股在偏弱环境里更谨慎；v3尾盘版回避高位长连榜；涨停封板不可买,2026-05-15,18.16,2026-06-01,11,0.0,15.31,-2.42,19.27,-2.42,True,-2.42,19.27,-2.42,True,-20.21,19.27,-20.37,True,-24.28,19.27,-25.39,True,-9.09,19.27,-30.12,True
v3,2026-05-15,002918,蒙娜丽莎,66,观察池,37.45,False,intraday_1430,2026-05-15 14:30:00,当日涨停附近；收在日内高位；放量仍可控；连续上榜确认；震荡市里保持相对强势；震荡市里承接未失控,短线涨幅过热；远离20日线过多；后段人气股在偏弱环境里更谨慎；涨停封板不可买,2026-05-15,18.63,2026-06-01,11,-30.6,-5.8,-9.98,-3.54,-9.98,True,-9.98,-3.54,-9.98,True,-19.0,-3.11,-19.0,True,-21.47,-3.11,-28.45,True,-27.75,-3.11,-29.31,True
v3,2026-05-15,600488,津药药业,67,不推送,0.0,False,intraday_1430,2026-05-15 14:30:00,近5日趋势升温；站上20日线且不过热；连续上榜确认；震荡市里保持相对强势,当日转弱；收盘承接偏弱；量能不足；后段人气股在偏弱环境里更谨慎,2026-05-15,7.01,2026-06-01,11,-19.26,-9.99,-9.99,-7.7,-9.99,True,-9.99,-7.7,-9.99,True,-15.69,-7.7,-17.69,True,-22.68,-7.7,-23.68,True,-20.97,-7.7,-30.81,True
