signal_date,code,announcement_summary,event_summary
2026-05-13,002201,九鼎新材:公司2025年度股东会决议公告 | 九鼎新材:国浩律师(上海)事务所关于江苏九鼎新材料股份有限公司2025年度股东会之见证法律意见书,分配方案决议公告 | 法律意见书 | 九鼎新材:公司2025年度股东会决议公告 | 九鼎新材:国浩律师(上海)事务所关于江苏九鼎新材料股份有限公司2025年度股东会之见证法律意见书
2026-05-13,002202,金风科技:2026年5月13日投资者关系活动记录表,调研活动 | 金风科技:2026年5月13日投资者关系活动记录表
2026-05-13,002205,国统股份:新疆柏坤亚宣律师事务所关于新疆国统管道股份有限公司2025年年度股东会见证之法律意见书 | 国统股份:新疆国统管道股份有限公司2025年度股东会决议公告,法律意见书 | 分配方案决议公告 | 国统股份:新疆柏坤亚宣律师事务所关于新疆国统管道股份有限公司2025年年度股东会见证之法律意见书 | 国统股份:新疆国统管道股份有限公司2025年度股东会决议公告
2026-05-13,002206,海利得:2025年度权益分派实施公告,分配方案实施 | 海利得:2025年度权益分派实施公告
2026-05-13,002207,*ST准油:2025年度股东会会议资料 | *ST准油:股票交易异常波动暨风险提示性公告 | *ST准油:关于召开2025年度股东会的提示性公告,股东大会资料 | 股票交易异常波动 | 召开股东大会提示性公告 | *ST准油:2025年度股东会会议资料 | *ST准油:股票交易异常波动暨风险提示性公告 | *ST准油:关于召开2025年度股东会的提示性公告
2026-05-13,002208,合肥城建:合肥城建2025年年度股东会法律意见书 | 合肥城建:关于变更董事的公告 | 合肥城建:2025年度股东会会议决议公告,法律意见书 | 高管人员任职变动 | 分配方案决议公告 | 合肥城建:合肥城建2025年年度股东会法律意见书 | 合肥城建:关于变更董事的公告 | 合肥城建:2025年度股东会会议决议公告
2026-05-13,002232,启明信息:关于聘任董事会秘书的公告 | 启明信息:关于参加2026年吉林辖区上市公司投资者网上集体接待日活动的公告 | 启明信息:第七届董事会2026年第三次临时会议决议的公告,高管人员任职变动 | 调研活动 | 启明信息:关于聘任董事会秘书的公告 | 启明信息:关于参加2026年吉林辖区上市公司投资者网上集体接待日活动的公告 | 启明信息:第七届董事会2026年第三次临时会议决议的公告
2026-05-13,002239,奥特佳:002239奥特佳投资者关系管理信息20260513,调研活动 | 奥特佳:002239奥特佳投资者关系管理信息20260513
2026-05-13,002248,华东数控:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告 | 华东数控:2025年度股东会法律意见 | 华东数控:2025年度股东会决议公告,调研活动 | 法律意见书 | 分配方案决议公告 | 华东数控:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告 | 华东数控:2025年度股东会法律意见 | 华东数控:2025年度股东会决议公告
2026-05-13,002249,大洋电机:2025年度权益分派实施公告,分配方案实施 | 大洋电机:2025年度权益分派实施公告
2026-05-13,002254,泰和新材:2026年5月12日投资者关系活动记录表 | 泰和新材:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告,调研活动 | 泰和新材:2026年5月12日投资者关系活动记录表 | 泰和新材:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告
2026-05-13,002266,浙富控股:浙富控股2025年度业绩说明会投资者活动记录表,调研活动 | 浙富控股:浙富控股2025年度业绩说明会投资者活动记录表
2026-05-13,002267,陕天然气:关于参加2026年陕西辖区上市公司投资者集体接待日暨2025年度业绩说明会的公告,调研活动 | 陕天然气:关于参加2026年陕西辖区上市公司投资者集体接待日暨2025年度业绩说明会的公告
2026-05-13,002271,东方雨虹:关于控股股东、实际控制人减持计划实施完成暨实施结果的公告,股东/实际控制人股份减持 | 东方雨虹:关于控股股东、实际控制人减持计划实施完成暨实施结果的公告
2026-05-13,002273,水晶光电:关于第六期员工持股计划第三批股票出售完毕暨计划终止的公告 | 水晶光电:关于举办投资者接待日活动的公告 | 水晶光电:关于第七期员工持股计划第三批股票出售完毕暨计划终止的公告,员工持股计划 | 调研活动 | 水晶光电:关于第六期员工持股计划第三批股票出售完毕暨计划终止的公告 | 水晶光电:关于举办投资者接待日活动的公告 | 水晶光电:关于第七期员工持股计划第三批股票出售完毕暨计划终止的公告
2026-05-13,002279,久其软件:关于2024年度限制性股票激励计划第一个解除限售期解除限售股票上市流通的提示性公告,限售股份上市流通 | 久其软件:关于2024年度限制性股票激励计划第一个解除限售期解除限售股票上市流通的提示性公告
2026-05-13,002281,光迅科技:武汉光迅科技股份有限公司股票交易异常波动公告,股票交易异常波动 | 光迅科技:武汉光迅科技股份有限公司股票交易异常波动公告
2026-05-13,002283,天润工业:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告,调研活动 | 天润工业:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告
2026-05-13,002286,保龄宝:保龄宝2025年年度业绩说明会投资者关系活动记录表 | 保龄宝:关于补选公司董事的公告 | 保龄宝:第六届董事会第十七次会议决议公告,调研活动 | 高管人员任职变动 | 召开股东大会通知 | 保龄宝:保龄宝2025年年度业绩说明会投资者关系活动记录表 | 保龄宝:关于补选公司董事的公告 | 保龄宝:第六届董事会第十七次会议决议公告
2026-05-13,002289,*ST宇顺:股票交易异常波动暨风险提示公告,股票交易异常波动 | *ST宇顺:股票交易异常波动暨风险提示公告
2026-05-13,002294,信立泰:股票交易异常波动公告,股票交易异常波动 | 信立泰:股票交易异常波动公告
2026-05-13,002304,洋河股份:002304洋河股份投资者关系管理信息20260513 | 洋河股份:关于召开2025年度股东会的通知 | 洋河股份:第八届董事会第二十次会议决议公告,调研活动 | 召开股东大会通知 | 董事会决议公告 | 洋河股份:002304洋河股份投资者关系管理信息20260513 | 洋河股份:关于召开2025年度股东会的通知 | 洋河股份:第八届董事会第二十次会议决议公告
2026-05-13,002305,*ST南置:中信建投关于南国置业股份有限公司重大资产出售暨关联交易之2025年度持续督导意见 | *ST南置:关于举行2025年度业绩说明会并征集问题的公告,保荐/核查意见 | 其他 | *ST南置:中信建投关于南国置业股份有限公司重大资产出售暨关联交易之2025年度持续督导意见 | *ST南置:关于举行2025年度业绩说明会并征集问题的公告
2026-05-13,002307,北新路桥:关于完成董事选举的公告 | 北新路桥:2025年年度股东会决议公告 | 北新路桥:董事、高级管理人员薪酬管理制度(2026年5月制定),高管人员任职变动 | 分配方案决议公告 | 管理办法/制度 | 北新路桥:关于完成董事选举的公告 | 北新路桥:2025年年度股东会决议公告 | 北新路桥:董事、高级管理人员薪酬管理制度(2026年5月制定)
2026-05-13,002314,南山控股:关于召开2025年度网上业绩说明会的公告,其他 | 南山控股:关于召开2025年度网上业绩说明会的公告
2026-05-13,002318,久立特材:2026年5月13日投资者关系活动记录表,调研活动 | 久立特材:2026年5月13日投资者关系活动记录表
2026-05-13,002320,海峡股份:002320海峡股份投资者关系管理信息20260513 | 海峡股份:关于2022年股票期权激励计划预留授予股票期权第一个行权期自主行权的公告 | 海峡股份:第八届董事会第二十三次临时会议决议公告,调研活动 | 股权激励进展公告 | 董事会决议公告 | 海峡股份:002320海峡股份投资者关系管理信息20260513 | 海峡股份:关于2022年股票期权激励计划预留授予股票期权第一个行权期自主行权的公告 | 海峡股份:第八届董事会第二十三次临时会议决议公告
2026-05-13,002321,华英农业:关于召开2026年第四次临时股东会的通知 | 华英农业:关于拟注册发行定向债务融资工具的公告 | 华英农业:关于拟非公开发行可续期公司债券的公告,召开股东大会通知 | 其他 | 董事会决议公告 | 华英农业:关于召开2026年第四次临时股东会的通知 | 华英农业:关于拟注册发行定向债务融资工具的公告 | 华英农业:关于拟非公开发行可续期公司债券的公告
2026-05-13,002332,仙琚制药:002332仙琚制药投资者关系管理信息20260513,调研活动 | 仙琚制药:002332仙琚制药投资者关系管理信息20260513
2026-05-13,002334,英威腾:2025年年度股东会决议公告 | 英威腾:广东信达律师事务所关于深圳市英威腾电气股份有限公司2025年年度股东会的法律意见书 | 英威腾:关于回购注销部分限制性股票减少注册资本暨通知债权人的公告,增发预案 | 法律意见书 | 公司注册资本变更 | 英威腾:2025年年度股东会决议公告 | 英威腾:广东信达律师事务所关于深圳市英威腾电气股份有限公司2025年年度股东会的法律意见书 | 英威腾:关于回购注销部分限制性股票减少注册资本暨通知债权人的公告
2026-05-13,002338,奥普光电:关于参加2026年吉林辖区上市公司投资者网上集体接待日活动的公告,调研活动 | 奥普光电:关于参加2026年吉林辖区上市公司投资者网上集体接待日活动的公告
2026-05-13,002340,格林美:关于部分限制性股票回购注销完成的公告,股本变动 | 格林美:关于部分限制性股票回购注销完成的公告
2026-05-13,002343,慈文传媒:关于董事长离任的公告,高管人员任职变动 | 慈文传媒:关于董事长离任的公告
2026-05-13,002344,海宁皮城:锦天城律师事务所关于海宁皮城2025年年度股东会法律意见书 | 海宁皮城:海宁皮城2025年年度股东会决议公告,法律意见书 | 分配方案决议公告 | 海宁皮城:锦天城律师事务所关于海宁皮城2025年年度股东会法律意见书 | 海宁皮城:海宁皮城2025年年度股东会决议公告
2026-05-13,002345,潮宏基:2025年年度权益分派实施公告,分配方案实施 | 潮宏基:2025年年度权益分派实施公告
2026-05-13,002352,顺丰控股:关于控股股东部分A股股份解除质押的公告 | 顺丰控股:关于“共同成长”持股计划(A股)首次持有人会议决议公告,股份质押、冻结 | 其他 | 顺丰控股:关于控股股东部分A股股份解除质押的公告 | 顺丰控股:关于“共同成长”持股计划(A股)首次持有人会议决议公告
2026-05-13,002360,ST同德:关于公司预重整期间债权申报的公告,其他 | ST同德:关于公司预重整期间债权申报的公告
2026-05-13,002365,永安药业:关于购买理财产品的进展公告,投资理财 | 永安药业:关于购买理财产品的进展公告
2026-05-13,002366,融发核电:关于为全资子公司提供担保的进展公告,提供/对外担保公告 | 融发核电:关于为全资子公司提供担保的进展公告
2026-05-13,002368,太极股份:002368太极股份投资者关系管理信息20260513,调研活动 | 太极股份:002368太极股份投资者关系管理信息20260513
2026-05-13,002369,卓翼科技:关于全资子公司为公司提供担保的公告,提供/对外担保公告 | 卓翼科技:关于全资子公司为公司提供担保的公告
2026-05-13,002370,亚太药业:002370亚太药业投资者关系管理信息20260513,调研活动 | 亚太药业:002370亚太药业投资者关系管理信息20260513
2026-05-13,002373,千方科技:2025年年度权益分派实施公告,分配方案实施 | 千方科技:2025年年度权益分派实施公告
2026-05-13,002382,蓝帆医疗:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告,调研活动 | 蓝帆医疗:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告
2026-05-13,002387,维信诺:关于举行2025年度网上业绩说明会的公告,其他 | 维信诺:关于举行2025年度网上业绩说明会的公告
2026-05-13,002390,信邦制药:2025年度股东会决议的公告 | 信邦制药:国浩律师(上海)事务所关于贵州信邦制药股份有限公司2025年度股东会的法律意见书,分配方案决议公告 | 法律意见书 | 信邦制药:2025年度股东会决议的公告 | 信邦制药:国浩律师(上海)事务所关于贵州信邦制药股份有限公司2025年度股东会的法律意见书
2026-05-13,002396,星网锐捷:2025年年度股东会决议公告 | 星网锐捷:福建至理律师事务所关于星网锐捷2025年年度股东会的法律意见书,分配方案决议公告 | 法律意见书 | 星网锐捷:2025年年度股东会决议公告 | 星网锐捷:福建至理律师事务所关于星网锐捷2025年年度股东会的法律意见书
2026-05-13,002401,中远海科:关于举行2025年度暨2026年第一季度网上业绩说明会的通知,其他 | 中远海科:关于举行2025年度暨2026年第一季度网上业绩说明会的通知
2026-05-13,002403,爱仕达:002403爱仕达投资者关系管理信息20260513,调研活动 | 爱仕达:002403爱仕达投资者关系管理信息20260513
2026-05-13,002409,雅克科技:关于举办2025年度网上业绩说明会的公告,其他 | 雅克科技:关于举办2025年度网上业绩说明会的公告
2026-05-13,002418,康盛股份:002418康盛股份投资者关系管理信息20260513,调研活动 | 康盛股份:002418康盛股份投资者关系管理信息20260513
2026-05-13,002419,天虹股份:2025年度权益分派实施公告,分配方案实施 | 天虹股份:2025年度权益分派实施公告
2026-05-13,002422,科伦药业:关于子公司SKB118新药临床试验申请获国家药品监督管理局批准的公告,其他 | 科伦药业:关于子公司SKB118新药临床试验申请获国家药品监督管理局批准的公告
2026-05-13,002424,ST百灵:002424ST百灵投资者关系管理信息20260513 | ST百灵:董事、高级管理人员薪酬管理制度(2026年5月) | ST百灵:关于第六届董事会第二十六次会议决议的公告,调研活动 | 管理办法/制度 | 高管人员任职变动 | ST百灵:002424ST百灵投资者关系管理信息20260513 | ST百灵:董事、高级管理人员薪酬管理制度(2026年5月) | ST百灵:关于第六届董事会第二十六次会议决议的公告
2026-05-13,002428,云南锗业:2026年5月13日投资者关系活动记录表（2025年度网上业绩说明会） | 云南锗业:股票交易异常波动公告,调研活动 | 股票交易异常波动 | 云南锗业:2026年5月13日投资者关系活动记录表（2025年度网上业绩说明会） | 云南锗业:股票交易异常波动公告
2026-05-13,002430,杭氧股份:杭氧集团股份有限公司可转换公司债券2026年付息公告 | 杭氧股份:关于召开2025年度股东会的提示性公告,其他 | 召开股东大会提示性公告 | 杭氧股份:杭氧集团股份有限公司可转换公司债券2026年付息公告 | 杭氧股份:关于召开2025年度股东会的提示性公告
2026-05-13,002437,誉衡药业:002437誉衡药业投资者关系管理信息20260513,调研活动 | 誉衡药业:002437誉衡药业投资者关系管理信息20260513
2026-05-13,002440,闰土股份:2026年5月13日投资者关系活动记录表 | 闰土股份:关于公司拟与专业投资机构及关联方共同投资暨关联交易的公告,调研活动 | 关联交易 | 闰土股份:2026年5月13日投资者关系活动记录表 | 闰土股份:关于公司拟与专业投资机构及关联方共同投资暨关联交易的公告
2026-05-13,002443,金洲管道:2026年5月13日投资者关系活动记录表,调研活动 | 金洲管道:2026年5月13日投资者关系活动记录表
2026-05-13,002446,盛路通信:2026年5月13日投资者关系活动记录表,调研活动 | 盛路通信:2026年5月13日投资者关系活动记录表
2026-05-13,002453,华软科技:关于子公司股权内部转让进展暨完成工商变更的公告,公司关联方基本资料变更 | 华软科技:关于子公司股权内部转让进展暨完成工商变更的公告
2026-05-13,002457,青龙管业:2026年5月13日投资者关系活动记录表（2025年度网上业绩说明会）,调研活动 | 青龙管业:2026年5月13日投资者关系活动记录表（2025年度网上业绩说明会）
2026-05-13,002458,益生股份:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告,调研活动 | 益生股份:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告
2026-05-13,002460,赣锋锂业:关于部分高级管理人员减持股份预披露的公告 | 赣锋锂业:关于2022年股票期权激励计划剩余股票期权注销完成的公告,高管人员持股变动 | 股权激励进展公告 | 赣锋锂业:关于部分高级管理人员减持股份预披露的公告 | 赣锋锂业:关于2022年股票期权激励计划剩余股票期权注销完成的公告
2026-05-13,002463,沪电股份:2026年5月13日投资者关系活动记录表,调研活动 | 沪电股份:2026年5月13日投资者关系活动记录表
2026-05-13,002468,申通快递:002468申通快递投资者关系管理信息20260513,调研活动 | 申通快递:002468申通快递投资者关系管理信息20260513
2026-05-13,002469,三维化学:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告 | 三维化学:2026年第一次临时股东会法律意见书 | 三维化学:2026年第一次临时股东会决议公告,调研活动 | 法律意见书 | 股东大会决议公告 | 三维化学:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告 | 三维化学:2026年第一次临时股东会法律意见书 | 三维化学:2026年第一次临时股东会决议公告
2026-05-13,002476,宝莫股份:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告 | 宝莫股份:2025年度业绩说明会投资者活动记录表 | 宝莫股份:关于董事长代行董事会秘书职责的公告,调研活动 | 高管人员任职变动 | 宝莫股份:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告 | 宝莫股份:2025年度业绩说明会投资者活动记录表 | 宝莫股份:关于董事长代行董事会秘书职责的公告
2026-05-13,002488,金固股份:002488金固股份业绩说明会20260513,调研活动 | 金固股份:002488金固股份业绩说明会20260513
2026-05-13,002491,通鼎互联:5.12异动公告,股票交易异常波动 | 通鼎互联:5.12异动公告
2026-05-13,002501,*ST利源:关于参加2026年吉林辖区上市公司投资者网上集体接待日活动的公告 | *ST利源:关于独立董事任期届满辞职的公告,调研活动 | 高管人员任职变动 | *ST利源:关于参加2026年吉林辖区上市公司投资者网上集体接待日活动的公告 | *ST利源:关于独立董事任期届满辞职的公告
2026-05-13,002506,协鑫集成:关于签署《投资协议》暨承担回购义务的进展公告,签订协议 | 协鑫集成:关于签署《投资协议》暨承担回购义务的进展公告
2026-05-13,002508,老板电器:2026年5月13日投资者关系活动记录表,调研活动 | 老板电器:2026年5月13日投资者关系活动记录表
2026-05-13,002510,天汽模:关于筹划重大资产重组的进展公告,重组进展公告 | 天汽模:关于筹划重大资产重组的进展公告
2026-05-13,002511,中顺洁柔:002511中顺洁柔投资者关系管理信息20260513,调研活动 | 中顺洁柔:002511中顺洁柔投资者关系管理信息20260513
2026-05-13,002512,ST达华:关于召开2025年度网上业绩说明会的公告,其他 | ST达华:关于召开2025年度网上业绩说明会的公告
2026-05-13,002513,蓝丰生化:关于公司股东减持计划期限届满暨实施结果的公告,股东/实际控制人股份减持 | 蓝丰生化:关于公司股东减持计划期限届满暨实施结果的公告
2026-05-13,002520,日发精机:2026年5月13日投资者关系活动记录表,调研活动 | 日发精机:2026年5月13日投资者关系活动记录表
2026-05-13,002521,齐峰新材:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告 | 齐峰新材:国泰海通证券股份有限公司关于齐峰新材料股份有限公司向特定对象发行股票之保荐总结报告书 | 齐峰新材:国泰海通证券股份有限公司关于齐峰新材料股份有限公司2025年度保荐工作报告,调研活动 | 保荐/核查意见 | 齐峰新材:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告 | 齐峰新材:国泰海通证券股份有限公司关于齐峰新材料股份有限公司向特定对象发行股票之保荐总结报告书 | 齐峰新材:国泰海通证券股份有限公司关于齐峰新材料股份有限公司2025年度保荐工作报告
2026-05-13,002522,浙江众成:002522浙江众成投资者关系管理信息20260513,调研活动 | 浙江众成:002522浙江众成投资者关系管理信息20260513
2026-05-13,002533,金杯电工:2025年度权益分派实施公告,分配方案实施 | 金杯电工:2025年度权益分派实施公告
2026-05-13,002535,林州重机:关于召开2025年度网上业绩说明会的公告,其他 | 林州重机:关于召开2025年度网上业绩说明会的公告
2026-05-13,002536,飞龙股份:关于部分募投项目调整实施主体及实施地点的进展公告,募集资金使用进展情况 | 飞龙股份:关于部分募投项目调整实施主体及实施地点的进展公告
2026-05-13,002538,ST司特:关于举行2025年度业绩网上说明会的公告,其他 | ST司特:关于举行2025年度业绩网上说明会的公告
2026-05-13,002541,鸿路钢构:关于选举董事长、董事会各专门委员会委员及聘任高级管理人员、其他人员的公告 | 鸿路钢构:2025年年度股东会决议公告 | 鸿路钢构:安徽天禾律师事务所关于安徽鸿路钢结构(集团)股份有限公司2025年年度股东会之法律意见书,高管人员任职变动 | 分配方案决议公告 | 法律意见书 | 鸿路钢构:关于选举董事长、董事会各专门委员会委员及聘任高级管理人员、其他人员的公告 | 鸿路钢构:2025年年度股东会决议公告 | 鸿路钢构:安徽天禾律师事务所关于安徽鸿路钢结构(集团)股份有限公司2025年年度股东会之法律意见书
2026-05-13,002546,新联电子:关于重大经营合同中标的公告,重大合同 | 新联电子:关于重大经营合同中标的公告
2026-05-13,002548,金新农:2025年度网上业绩说明会,调研活动 | 金新农:2025年度网上业绩说明会
2026-05-13,002552,宝鼎科技:股票交易异常波动公告,股票交易异常波动 | 宝鼎科技:股票交易异常波动公告
2026-05-13,002554,惠博普:2026年5月13日投资者关系活动记录表,调研活动 | 惠博普:2026年5月13日投资者关系活动记录表
2026-05-13,002559,亚威股份:关于完成补选第六届董事会独立董事的公告 | 亚威股份:2025年度股东会决议公告 | 亚威股份:北京国枫(南京)律师事务所关于江苏亚威机床股份有限公司2025年度股东会的法律意见书,高管人员任职变动 | 分配方案决议公告 | 法律意见书 | 亚威股份:关于完成补选第六届董事会独立董事的公告 | 亚威股份:2025年度股东会决议公告 | 亚威股份:北京国枫(南京)律师事务所关于江苏亚威机床股份有限公司2025年度股东会的法律意见书
2026-05-13,002566,益盛药业:关于控股子公司完成工商变更登记的公告 | 益盛药业:关于参加2026吉林辖区上市公司投资者网上集体接待日活动的公告,公司关联方基本资料变更 | 调研活动 | 益盛药业:关于控股子公司完成工商变更登记的公告 | 益盛药业:关于参加2026吉林辖区上市公司投资者网上集体接待日活动的公告
2026-05-13,002569,*ST步森:关于股票交易异常波动公告,股票交易异常波动 | *ST步森:关于股票交易异常波动公告
2026-05-13,002570,贝因美:2026年5月13日投资关系活动记录表,调研活动 | 贝因美:2026年5月13日投资关系活动记录表
2026-05-13,002571,德力股份:关于全资子公司签订《光伏玻璃长期采购协议》解除协议的公告 | 德力股份:第五届董事会第十五次会议决议的公告,其他 | 董事会决议公告 | 德力股份:关于全资子公司签订《光伏玻璃长期采购协议》解除协议的公告 | 德力股份:第五届董事会第十五次会议决议的公告
2026-05-13,002572,索菲亚:2025年年度权益分派实施公告,分配方案实施 | 索菲亚:2025年年度权益分派实施公告
2026-05-13,002581,*ST未名:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告,调研活动 | *ST未名:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告
2026-05-13,002586,ST围海:2025年年度股东会决议公告 | ST围海:上海市锦天城律师事务所关于浙江省围海建设集团股份有限公司2025年度股东会的法律意见书,分配方案决议公告 | 法律意见书 | ST围海:2025年年度股东会决议公告 | ST围海:上海市锦天城律师事务所关于浙江省围海建设集团股份有限公司2025年度股东会的法律意见书
2026-05-13,002591,恒大高新:关于参加江西辖区上市公司2026年投资者网上集体接待日活动的公告,调研活动 | 恒大高新:关于参加江西辖区上市公司2026年投资者网上集体接待日活动的公告
2026-05-13,002594,比亚迪:2026年5月12日投资者关系活动记录表,调研活动 | 比亚迪:2026年5月12日投资者关系活动记录表
2026-05-13,002596,海南瑞泽:上海柏年律师事务所关于海南瑞泽新型建材股份有限公司2025年年度股东会的法律意见书 | 海南瑞泽:2025年年度股东会决议公告,法律意见书 | 分配方案决议公告 | 海南瑞泽:上海柏年律师事务所关于海南瑞泽新型建材股份有限公司2025年年度股东会的法律意见书 | 海南瑞泽:2025年年度股东会决议公告
2026-05-13,002597,金禾实业:2025年年度权益分派实施公告,分配方案实施 | 金禾实业:2025年年度权益分派实施公告
2026-05-13,002601,龙佰集团:关于回购公司股份比例达到2%暨回购进展公告,回购进展情况 | 龙佰集团:关于回购公司股份比例达到2%暨回购进展公告
2026-05-13,002602,世纪华通:002602世纪华通投资者关系管理信息20260513,调研活动 | 世纪华通:002602世纪华通投资者关系管理信息20260513
2026-05-13,002615,哈尔斯:北京市竞天公诚律师事务所关于浙江哈尔斯真空器皿股份有限公司2025年年度股东会的法律意见书 | 哈尔斯:2025年年度股东会决议公告,法律意见书 | 分配方案决议公告 | 哈尔斯:北京市竞天公诚律师事务所关于浙江哈尔斯真空器皿股份有限公司2025年年度股东会的法律意见书 | 哈尔斯:2025年年度股东会决议公告
2026-05-13,002625,光启技术:关于公司股份回购实施完成暨股份变动公告,股本变动 | 光启技术:关于公司股份回购实施完成暨股份变动公告
2026-05-13,002626,金达威:回购报告书 | 金达威:关于取得发明专利证书的公告,回购报告书 | 获得认证 | 金达威:回购报告书 | 金达威:关于取得发明专利证书的公告
2026-05-13,002627,三峡旅游:关于董事会换届选举的提示性公告,高管人员任职变动 | 三峡旅游:关于董事会换届选举的提示性公告
2026-05-13,002631,德尔未来:2025年年度股东会决议公告 | 德尔未来:关于董事会完成换届选举及聘任高级管理人员、证券事务代表的公告 | 德尔未来:第六届董事会第一次会议决议公告,分配方案决议公告 | 高管人员任职变动 | 法律意见书 | 德尔未来:2025年年度股东会决议公告 | 德尔未来:关于董事会完成换届选举及聘任高级管理人员、证券事务代表的公告 | 德尔未来:第六届董事会第一次会议决议公告
2026-05-13,002636,金安国纪:2026年5月12日投资者关系活动记录表,调研活动 | 金安国纪:2026年5月12日投资者关系活动记录表
2026-05-13,002643,万润股份:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告,调研活动 | 万润股份:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告
2026-05-13,002644,佛慈制药:董事、高级管理人员薪酬管理制度(2026年5月) | 佛慈制药:第八届董事会第十六次会议决议公告 | 佛慈制药:关于召开2026年第二次临时股东会的通知,管理办法/制度 | 董事会决议公告 | 召开股东大会通知 | 佛慈制药:董事、高级管理人员薪酬管理制度(2026年5月) | 佛慈制药:第八届董事会第十六次会议决议公告 | 佛慈制药:关于召开2026年第二次临时股东会的通知
2026-05-13,002646,天佑德酒:关于举行2025年度暨2026年第一季度业绩说明会的通知,其他 | 天佑德酒:关于举行2025年度暨2026年第一季度业绩说明会的通知
2026-05-13,002656,*ST摩登:关于公司持股5%以上股东减持股份预披露公告的更正公告 | *ST摩登:关于公司持股5%以上股东减持股份预披露的公告(更新后),股东/实际控制人股份减持 | *ST摩登:关于公司持股5%以上股东减持股份预披露公告的更正公告 | *ST摩登:关于公司持股5%以上股东减持股份预披露的公告(更新后)
2026-05-13,002667,*ST威领:关于公司股票交易异常波动公告,股票交易异常波动 | *ST威领:关于公司股票交易异常波动公告
2026-05-13,002669,康达新材:2025年年度股东会决议公告 | 康达新材:北京植德(上海)律师事务所关于康达新材料(集团)股份有限公司2025年年度股东会的法律意见书,分配方案决议公告 | 法律意见书 | 康达新材:2025年年度股东会决议公告 | 康达新材:北京植德(上海)律师事务所关于康达新材料(集团)股份有限公司2025年年度股东会的法律意见书
2026-05-13,002673,西部证券:关于参加2026年陕西辖区上市公司投资者集体接待日暨2025年度业绩说明会的公告,调研活动 | 西部证券:关于参加2026年陕西辖区上市公司投资者集体接待日暨2025年度业绩说明会的公告
2026-05-13,002675,东诚药业:关于召开2026年第一次临时股东会的通知 | 东诚药业:米度(烟台)生物技术有限公司2025年度财务报表之审计报告 | 东诚药业:关于全资子公司购买下属公司少数股东股权并接受下属公司定向转增暨关联交易的公告,召开股东大会通知 | 审计报告 | 收购出售资产/股权 | 东诚药业:关于召开2026年第一次临时股东会的通知 | 东诚药业:米度(烟台)生物技术有限公司2025年度财务报表之审计报告 | 东诚药业:关于全资子公司购买下属公司少数股东股权并接受下属公司定向转增暨关联交易的公告
2026-05-13,002679,福建金森:2026年5月13日投资者关系活动记录表,调研活动 | 福建金森:2026年5月13日投资者关系活动记录表
2026-05-13,002682,龙洲股份:关于举行2025年度网上业绩说明会的公告,其他 | 龙洲股份:关于举行2025年度网上业绩说明会的公告
2026-05-13,002685,华东重机:关于华东光能科技(徐州)有限公司提起诉讼情况的进展公告,诉讼仲裁 | 华东重机:关于华东光能科技(徐州)有限公司提起诉讼情况的进展公告
2026-05-13,002687,乔治白:2026年5月13日投资者关系活动记录表,调研活动 | 乔治白:2026年5月13日投资者关系活动记录表
2026-05-13,002689,ST远智:2025年度股东会的法律意见书 | ST远智:关于独立董事取得独立董事培训证明的公告 | ST远智:2025年度股东会决议公告,法律意见书 | 其他 | 分配方案决议公告 | ST远智:2025年度股东会的法律意见书 | ST远智:关于独立董事取得独立董事培训证明的公告 | ST远智:2025年度股东会决议公告
2026-05-13,002693,*ST双成:002693*ST双成投资者关系管理信息20260513 | *ST双成:海南双成药业股份有限公司关于全资子公司完成工商变更登记并取得营业执照的公告 | *ST双成:海南双成药业股份有限公司关于申请撤销退市风险警示的进展公告,调研活动 | 公司关联方基本资料变更 | 申请撤销风险警示及特别处理 | *ST双成:002693*ST双成投资者关系管理信息20260513 | *ST双成:海南双成药业股份有限公司关于全资子公司完成工商变更登记并取得营业执照的公告 | *ST双成:海南双成药业股份有限公司关于申请撤销退市风险警示的进展公告
2026-05-13,002712,思美传媒:002712思美传媒投资者关系管理信息20260513,调研活动 | 思美传媒:002712思美传媒投资者关系管理信息20260513
